year,sst,NDVI,EVI,LST_day,ET,precipitation,precip_anomaly,precip_extreme_days,t2m_anomaly,NO2,CO,SO2,loss_anual,fire_count
2019,25.564911201696546,0.4654854395715533,0.2658027101184289,303.0609187434518,,791.2670909564068,-34.600173846730506,3.306502577748212,0.7574291630302693,1.308061738536776e-05,0.029030231649239634,6.389097575067987e-05,0.03476914601816631,1.4921597901375776
2020,25.69319376685115,0.46189432831073873,0.26665473484221575,303.8910753792315,,820.5332903858017,-5.333974417335557,3.1056045235323464,1.112885544797392,1.3133202860178597e-05,0.030015762488195697,8.338466512142477e-05,0.03399507046234717,1.4515988447867347
2021,25.460406339215446,0.45636129901606454,0.26306824905543796,303.23725434905555,592.6539132230645,835.8016394214071,9.934374618269839,3.6525860635290206,0.6969342179247757,1.359885781591565e-05,0.028960318429864282,8.43292172365389e-05,0.030465100379207483,1.4227260830167487
2022,25.499767533010342,0.44183814701899987,0.253076438031671,303.1425069592964,541.2512705859049,791.8925422720873,-33.97472253104995,3.444869449526027,0.5581570150225524,1.4160683738257303e-05,0.027266527422993816,9.390573264622552e-05,0.026320241095587314,1.404333757917402
2023,25.674826169104627,0.449777903236831,0.2578934811516657,303.1897132228228,535.7818117582465,687.490075172206,-138.37718963093118,2.145684350573757,1.3854588929263818,1.3890562474513637e-05,0.02842702834539686,9.421004663193058e-05,0.04201908625804866,1.463166262724654
2024,25.652293930386648,0.45835327424713945,0.25870480466114215,302.2343211707483,552.8624453460249,844.7567553579634,18.889490554826082,3.549808747713288,1.4831093638566186,1.4018670974819492e-05,0.030627265230850152,7.889792196505323e-05,,1.4950449720460905
