year,longitude,latitude,ONI,sst,chlor_a,t2m_anomaly,loss_anual,loss_acum,treecover2000,gHM,fire_count,NDVI,EVI,LST_day,ET,precipitation,precip_anomaly,precip_extreme_days,NO2,NO2_source,CO,CO_source,SO2,SO2_source,cluster,gi_z,gi_p,hotspot_gi,coldspot_gi,multi_stress,region_analisis
2023,-90.84213322211146,14.709902926963473,1.2,,,0.6914665152098304,0.0138185168125288,0.050024821476305,56.808416389811725,0.5164542204941215,1.3190839694656489,0.7289070000603965,0.398807362444887,296.31438418562954,1074.9797789454594,913.6608937382698,-180.9223842481772,3.0,2.0857961540736173e-05,S5P,0.0233611210450906,S5P,7.313883217695441e-05,S5P,1.0,-1.4958983564156014,0.001,False,False,-3.9366016077880985,Otras Regiones
2023,-90.61755440108392,14.70990292696385,1.2,,,1.442456368465507,0.0222059541239629,0.248100202390499,53.688318631381975,0.6147215880355995,1.0,0.6438532946789869,0.3651388053391311,296.4967776405877,980.088222504076,1049.7965617775917,-39.98561989714699,4.0,2.682973569566743e-05,S5P,0.0241407907029469,S5P,1.6174124037456797e-05,S5P,1.0,-1.3242970992019762,0.001,False,False,-1.4252756064790104,Otras Regiones
2023,-90.39297558005542,14.709902926965327,1.2,,,1.0757162538650102,0.0049164208456243,0.0222629549012868,33.17023714056592,0.5513730795801712,1.3645624209978435,0.610184719454007,0.334036081415715,299.9857377019116,962.3837893338148,1181.84665030241,44.05156959692636,4.0,3.662395601508563e-05,S5P,0.0260207893321384,S5P,3.848380781953559e-05,S5P,1.0,-1.2424523698687404,0.001,False,False,-0.3066356540314171,Otras Regiones
2023,-90.16839675902638,14.709902926961965,1.2,,,0.9702879807355632,0.0,0.0284874174208576,34.77809600183295,0.3315522048199723,1.0,0.7067378752189399,0.3817403696321793,299.51544469100526,1143.4279881621055,1170.483371257782,52.65851838787398,4.0,1.918463176281685e-05,S5P,0.0257126638825615,S5P,6.257777914063055e-05,S5P,1.0,-1.2199103820889114,0.001,False,False,-2.713727968113148,Otras Regiones
2023,-89.9438179379935,14.709902926967416,1.2,,,1.212888610112093,0.0093071354705274,0.1558024974223851,39.02069729254972,0.3300806309818861,1.0,0.716367143806244,0.3897751766624384,297.2480800578048,1162.847430089991,932.6787929832936,-8.339001852273896,4.0,1.0720016836571768e-05,S5P,0.0242608537855062,S5P,2.187071310236997e-05,S5P,1.0,-1.173621570383697,0.001,False,False,-3.5764181120576053,Otras Regiones
2023,-89.71923911696848,14.709902926967787,1.2,,,1.4080788925597474,0.0055172413793103,0.0130981021117348,24.203727040134417,0.3369621922571313,1.0,0.6931412514344378,0.3733499667814214,300.3817350672489,1167.2996798936992,1374.595969736576,63.53566326797,5.0,1.576454116028104e-05,S5P,0.0267110639543324,S5P,6.8003715942891e-05,S5P,1.0,-1.2912071506414071,0.001,False,False,-1.8958319943313429,Otras Regiones
2023,-89.49466029593572,14.709902926962894,1.2,,,1.4455081049749463,0.0026385224274406,0.0,22.27257799671592,0.4086859490552134,1.0,0.6875731412695528,0.4106187533973541,302.1465888504799,1057.6068913450497,1418.8169454932213,-12.869451182584044,4.0,1.562409387864771e-05,S5P,0.0270318405776071,S5P,9.64171455446692e-05,S5P,1.0,-1.300363432944191,0.001,False,False,-1.412969511641578,Otras Regiones
2023,-89.2700814749072,14.709902926963515,1.2,,,1.0682681458046068,0.0208588957055214,0.0066063313858021,37.90403635391604,0.3442177020903009,1.2494418258496651,0.7531991000785158,0.4593329286706525,299.26473682277026,1302.9185782448496,1338.0804627537727,-176.10154778063293,3.0,1.2096103052305658e-05,S5P,0.0264654474576196,S5P,8.557936740205548e-05,S5P,1.0,-1.2341492879702902,0.001,False,False,-3.4523155741282077,Otras Regiones
2023,-89.04550265387911,14.709902926963228,1.2,,,1.1353248940754042,0.0310629809062411,0.1876503608660784,73.34750066827053,0.3108207970810959,1.0,0.7840971190433043,0.4765743190191455,297.5486270210316,1399.5612912967306,1378.80946713686,-175.84212343990794,3.0,9.98300941739636e-06,S5P,0.0243754199447196,S5P,2.245609626754997e-05,S5P,1.0,-1.2709038225015539,0.001,False,False,-4.039871209822594,Otras Regiones
2023,-88.82092383284355,14.70990292696136,1.2,,,1.2178257236079286,0.0379834254143646,0.009737656088899,37.35429793408941,0.3957956100676017,1.12532501300052,0.7016724466992807,0.4114438726822489,301.0950045340831,1169.6169173159376,1275.756123304367,-250.96210265656305,2.0,1.2697122611409324e-05,S5P,0.0269112898056398,S5P,2.4259210934840032e-05,S5P,1.0,-1.2929414595442696,0.001,False,False,-2.451112320134924,Otras Regiones
