longitude,latitude,LST_day,NDVI,NO2,t2m_anomaly,gHM,fire_count,precipitation,SO2,CO,z_LST,z_NDVI,z_NO2,multi_stress,gi_z,gi_p,hotspot_gi,z_t2m
-87.0242932650364,14.934481568550304,296.1306931437734,0.7789369275327334,1.039316908929936e-05,1.142271287264364,0.1650503983728664,1.6996385146237265,1140.069958627224,5.294548201062092e-05,0.0240934450873654,-1.5813668214345196,1.4721861884915455,-0.7192297295286821,-4.2813710884160185,-1.1255679593841557,0.001,False,-0.5085883489612707
-86.79971444401032,14.934481568549932,300.32801619968467,0.6902837446449039,1.1276862938436755e-05,0.923941205891199,0.237778728787067,1.1276640865231682,1124.6323650479317,1.0116794062992488e-05,0.0266990410351187,-0.641095224544235,1.0748111061043018,-0.6353552951547846,-3.30245380133889,-1.3450929065705846,0.001,False,-0.9511921755355692
-86.57513562297729,14.934481568549888,299.5409355834663,0.6461540457370418,8.77632638600785e-06,0.7492798688380086,0.2045268137489485,2.4515772242622647,1242.0849529504776,4.362046481603756e-05,0.0269813788117631,-0.8174146400466356,0.8770061072536245,-0.8726898530120744,-3.872380306750281,-1.4217276751752441,0.001,False,-1.3052697064379464
-92.863342612249,15.15906020882318,301.2561132855206,0.5842113868439803,1.3807036697729575e-05,1.147043445907252,0.1940442295399056,1.0,1708.3065334716812,0.0001402813334821,0.0326795921973093,-0.43318572667054683,0.5993570891460703,-0.3952077676649015,-1.9266647012828986,-1.4622053422487216,0.001,False,-0.49891411780137973
-92.63876379121947,15.159060208819437,304.2637989416361,0.7880661544950581,1.4282337799881103e-05,1.6419840117808042,0.7294215343263762,1.369211077495928,2367.9448076933622,8.617693716776182e-05,0.0322599444049264,0.24058690344350847,1.5131066292260393,-0.3500952989754751,-1.118174098651965,-1.4602665285251826,0.001,False,0.504440926106041
-92.41418497019042,15.159060208820106,302.32710132759973,0.8395192094480585,1.578226679516577e-05,0.9329627252572504,0.4803723789880696,11.857336496103017,3926.1865080595016,3.23254065047976e-05,0.0308487814324713,-0.19326622960969592,1.7437375133635429,-0.2077318591899508,-3.0776391434994985,-1.4661775976509186,0.001,False,-0.932903541336309
-92.18960614916404,15.159060208817806,296.7616745725948,0.8407997589780657,1.1420926521486527e-05,0.5086066174883096,0.5044776280202462,,2272.882177770138,3.384299547854821e-06,0.0234643691927389,-1.4400162730533377,1.74947739159929,-0.6216817230755272,-5.604343515361612,-1.4570251857249634,0.001,False,-1.7931681276334572
-91.96502732812924,15.159060208823885,291.0294105027361,0.7780459387804278,1.303995628411166e-05,0.7952600676292678,0.4068151464312841,1.0,1474.3289000466466,2.816738666545617e-05,0.0198564577702606,-2.7241407064042673,1.468192460152412,-0.4680140182394655,-5.872404761216721,-1.535661558684162,0.001,False,-1.212057576420577
-91.74044850710384,15.159060208825531,294.9259194608325,0.6282511569052778,1.0182457569873367e-05,1.132913484411274,0.4533368366278789,1.1102464332036317,1103.1828595399857,0.0001092607853855,0.0211423813923925,-1.8512565725116505,0.7967589949362555,-0.7392290873664347,-3.9148033596929275,-1.7936181923266308,0.001,False,-0.5275587048785869
-91.51586968606696,15.15906020882468,296.6274162187064,0.6801405097613876,1.3063728751292408e-05,1.125608876488826,0.3464316805860476,1.0,1032.572857932886,6.173335569313423e-05,0.0227917104523225,-1.4700924228099617,1.0293455213817502,-0.4657576912995375,-3.5075624116981965,-2.0851135908755367,0.001,False,-0.542366776206947
-91.29129086504064,15.159060208824611,299.6242704911427,0.6106172631959502,1.2835190201168522e-05,0.6916172367532669,0.3851391352240437,1.0,942.5035003870726,3.927816644280396e-05,0.0236048097088408,-0.7987462064584194,0.7177176143868615,-0.48744907417267014,-3.426077632367517,-2.070885541692173,0.001,False,-1.422164737349566
-91.0667120440106,15.159060208823645,297.80833384165857,0.6823545673656292,1.2895502987757376e-05,1.0431464597148772,0.3545477440264545,1.0,870.0752671658993,0.0001055941756182,0.0234460003985552,-1.2055468340292013,1.0392697146733638,-0.4817245793540271,-3.4360776363644145,-1.947511726954546,0.001,False,-0.7095365083078223
-90.84213322297862,15.159060208819156,301.3884018049184,0.6311968245360321,1.2108812922275334e-05,0.926078850650875,0.3457103654381705,,1035.784050822258,0.0001015474881894,0.0250048948469769,-0.4035508532696973,0.8099625244580041,-0.5563920496937598,-2.7167641197075465,-1.6603804654359524,0.001,False,-0.9468586922860851
-90.61755440195128,15.159060208825167,301.8285917854408,0.6846392202940459,1.499229331044262e-05,0.910021952536386,0.3200471445443992,,1107.5939964056015,0.0001723255371067,0.0262616369560959,-0.304940827210828,1.0495103413049485,-0.28271097018660224,-2.6165717488633105,-1.4690911280175631,0.001,False,-0.9794096101609319
-90.39297558092106,15.159060208825192,303.73748183328803,0.5719569354061215,1.5895616069851007e-05,1.0851931115007067,0.4559031580159448,,1145.7149839997292,0.000115312400326,0.0265008266633671,0.12268293909648571,0.5444282812780997,-0.1969734881656463,-1.243017386752168,-1.465918313488569,0.001,False,-0.624298556404908
-90.16839675989016,15.159060208823096,294.88995474589376,0.8006739455290421,8.72216508918928e-06,1.2748820641578718,0.2578697793505082,1.4649150913168851,1303.537573337555,7.65430779611667e-05,0.0238454663173681,-1.8593132790116524,1.5696192307779724,-0.8778304886972143,-4.546519691595161,-1.5278853431936152,0.001,False,-0.2397566931083219
-89.94381793886149,15.159060208826306,292.6228502349529,0.8269059231140027,1.2246171730349878e-05,0.7835774761799514,0.2553970217500374,,1499.8899512290957,4.767247604876063e-05,0.0234233046391323,-2.3671831642751537,1.6872002799230792,-0.5433548509571486,-5.8334790930874,-1.531564291900581,0.001,False,-1.235740797932018
